Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,SmartvCard__Email__c,qbdialer__CloseDate__c,qbdialer__CloseScore__c,qbdialer__Dials__c,qbdialer__LastCallTime__c,qbdialer__Related_Contact_Dials__c,qbdialer__Related_Contact_LastCallTime__c,qbdialer__ResponseTime__c,LID__LinkedIn_Company_Id__c,zisf__ZoomInfo_Complete_Status__c,zisf__ZoomInfo_Industry__c,zisf__ZoomInfo_Last_Clean_Run__c,zisf__Zoom_Clean_Status__c,zisf__zoom_id__c,zisf__zoom_lastupdated__c
0013600000JRBSnAAP,0,,VRG 646,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBSoAAP,0,,VRG 647,,000000000000000AAA,,,AR,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Retail,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBSpAAP,0,,VRG 648,,000000000000000AAA,,,NY,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Luxury Goods & Jewelry,50000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-17,,,,,,,,,,,,,,,,,,,
0013600000JRBSqAAP,0,,VRG 649,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBSrAAP,0,,VRG 650,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-01-04,2018-01-04,,,,,,,,,,,,,,,,,,,
0013600000JRBSsAAP,0,,VRG 651,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,1000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBStAAP,0,,VRG 652,,000000000000000AAA,,,TX,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,10000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-23,,,,,,,,,,,,,,,,,,,
0013600000JRBSuAAP,0,,VRG 653,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBSvAAP,0,,VRG 654,,000000000000000AAA,,,TX,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Financial Services,10000000,50,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-01-16,,,,,,,,,,,,,,,,,,,
0013600000JRBSwAAP,0,,VRG 655,,000000000000000AAA,,,ME,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Financial Services,100000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBSxAAP,0,,VRG 656,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer & Network Security,100000000,1000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBSyAAP,0,,VRG 657,,000000000000000AAA,,,,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,50000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBSzAAP,0,,VRG 658,,000000000000000AAA,,,OR,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBT0AAP,0,,VRG 659,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-02-24,2018-02-24,,,,,,,,,,,,,,,,,,,
0013600000JRBT1AAP,0,,VRG 660,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-04-12,2018-04-12,,,,,,,,,,,,,,,,,,,
0013600000JRBT2AAP,0,,VRG 661,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBT4AAP,0,,VRG 662,,000000000000000AAA,,,MN,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Hospital & Health Care,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBT5AAP,0,,VRG 663,,000000000000000AAA,,,MA,,Canada,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,50000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-28,,,,,,,,,,,,,,,,,,,
0013600000JRBT6AAP,0,,VRG 664,,000000000000000AAA,,,,,Israel,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,1000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-09-03,00536000006DZLrAAO,2018-09-03,2018-02-23,,,,,,,,,,,,,,,,,,,
0013600000JRBT7AAP,0,,VRG 665,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBT8AAP,0,,VRG 666,,000000000000000AAA,,,DC,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Education Management,1000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBT9AAP,0,,VRG 667,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Real Estate,50000000,5000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-09-01,00536000006DZLrAAO,2018-09-01,,,,,,,,,,,,,,,,,,,,
0013600000JRBTAAA5,0,,VRG 668,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,1000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTBAA5,0,,VRG 669,,000000000000000AAA,,,TX,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,50000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-03-01,,,,,,,,,,,,,,,,,,,
0013600000JRBTCAA5,0,,VRG 670,,000000000000000AAA,,,SC,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Management Consulting,50000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTDAA5,0,,VRG 671,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBTEAA5,0,,VRG 672,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Accounting,100000000,1000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTFAA5,0,,VRG 673,,000000000000000AAA,,,NE,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,10000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-09-01,00536000006DZLrAAO,2018-09-01,,,,,,,,,,,,,,,,,,,,
0013600000JRBTGAA5,0,,VRG 674,,000000000000000AAA,,,VA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,10000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBTHAA5,0,,VRG 675,,000000000000000AAA,,,Beijing Shi,,China,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Technology,1000000000,10000,,,,,,00536000006CfnPAAS,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-14,,,Website - Content Download,,,,,,,,,,,,,,,,
0013600000JRBTIAA5,0,,VRG 676,,000000000000000AAA,,,TX,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,10000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTJAA5,0,,VRG 677,,000000000000000AAA,,,IN,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Higher Education,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTKAA5,0,,VRG 678,,000000000000000AAA,,,MT,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,10000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTLAA5,0,,VRG 679,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTMAA5,0,,VRG 680,,000000000000000AAA,,,BW,,Germany,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,50000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTOAA5,0,,VRG 681,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBTPAA5,0,,VRG 682,,000000000000000AAA,,,IL,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Financial Services,50000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-01-16,,,,,,,,,,,,,,,,,,,
0013600000JRBTQAA5,0,,VRG 683,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-04-12,2018-04-12,,,,,,,,,,,,,,,,,,,
0013600000JRBTRAA5,0,,VRG 684,,000000000000000AAA,,,164,,Sweden,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Telecommunications,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-28,,,,,,,,,,,,,,,,,,,
0013600000JRBTSAA5,0,,VRG 685,,000000000000000AAA,,,AL,,United Kingdom,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Education Management,50000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-17,,,,,,,,,,,,,,,,,,,
0013600000JRBTTAA5,0,,VRG 686,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-02-28,2018-02-28,,,,,,,,,,,,,,,,,,,
0013600000JRBTVAA5,0,,VRG 687,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBTWAA5,0,,VRG 688,,000000000000000AAA,,,GA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Financial Services,100000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-28,,,,,,,,,,,,,,,,,,,
0013600000JRBTXAA5,0,,VRG 689,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,10000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBTYAA5,0,,VRG 690,,000000000000000AAA,,,WA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,1000000000,10000,,,,,,00536000006DI2SAAW,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-28,,,,,,,,,,,,,,,,,,,
0013600000JRBTZAA5,0,,VRG 691,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBTaAAP,0,,VRG 692,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,250000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTbAAP,0,,VRG 693,,000000000000000AAA,,,VA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Information Technology and Services,1000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-01-16,,,,,,,,,,,,,,,,,,,
0013600000JRBTcAAP,0,,VRG 694,,000000000000000AAA,,,Co. Dublin,,Ireland,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Banking,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-01-05,,,,,,,,,,,,,,,,,,,
0013600000JRBTdAAP,0,,VRG 695,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBTeAAP,0,,VRG 696,,000000000000000AAA,,,MN,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Security and Investigations,1000000,10,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-23,,,,,,,,,,,,,,,,,,,
0013600000JRBTfAAP,0,,VRG 697,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Hospital & Health Care,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBThAAP,0,,VRG 698,,000000000000000AAA,,,PA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Real Estate,1000000,1000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTiAAP,0,,VRG 699,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Games,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-05-23,,,,,,,,,,,,,,,,,,,
0013600000JRBTjAAP,0,,VRG 700,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-07-08,2018-07-08,,,,,,,,,,,,,,,,,,,
0013600000JRBTkAAP,0,,VRG 701,,000000000000000AAA,,,IL,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Banking,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTlAAP,0,,VRG 702,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBTmAAP,0,,VRG 703,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-02-24,2018-02-23,,,,,,,,,,,,,,,,,,,
0013600000JRBTnAAP,0,,VRG 704,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Government Administration,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-09-03,00536000006DZLrAAO,2018-09-03,,,,,,,,,,,,,,,,,,,,
0013600000JRBToAAP,0,,VRG 705,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-05-22,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBTpAAP,0,,VRG 706,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBTqAAP,0,,VRG 707,,000000000000000AAA,,,ON,,Canada,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTrAAP,0,,VRG 708,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-05-22,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBTsAAP,0,,VRG 709,,000000000000000AAA,,,NY,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Financial Services,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTtAAP,0,,VRG 710,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBTuAAP,0,,VRG 711,,000000000000000AAA,,,Center District,,Israel,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,10000000,25,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTvAAP,0,,VRG 712,,000000000000000AAA,,,CO,,Canada,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Staffing and Recruiting,10000000,50,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-09-03,00536000006DZLrAAO,2018-09-03,,,,,,,,,,,,,,,,,,,,
0013600000JRBTwAAP,0,,VRG 713,,000000000000000AAA,,,AZ,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,10000000,50,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTxAAP,0,,VRG 714,,000000000000000AAA,,,AL,,United Kingdom,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Insurance,10000000,50,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBTzAAP,0,,VRG 715,,000000000000000AAA,,,Delhi,,India,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Retail,50000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBU0AAP,0,,VRG 716,,000000000000000AAA,,,NV,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Retail,1000000000,5000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBU1AAP,0,,VRG 717,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Hospitality,10000000,500,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-09-03,00536000006DZLrAAO,2018-09-03,2018-04-12,,,,,,,,,,,,,,,,,,,
0013600000JRBU2AAP,0,,VRG 718,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBU3AAP,0,,VRG 719,,000000000000000AAA,,,MA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Computer Software,50000000,200,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,2018-02-23,,,,,,,,,,,,,,,,,,,
0013600000JRBU4AAP,0,,VRG 720,,000000000000000AAA,,,Lombardy,,Italy,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,1000000000,5000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-10-23,00536000006DZLrAAO,2018-10-23,2018-05-22,,,,,,,,,,,,,,,,,,,
0013600000JRBU5AAP,0,,VRG 721,,000000000000000AAA,,,,,,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,,,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2016-05-04,,,,,,,,,,,,,,,,,,,,
0013600000JRBU6AAP,0,,VRG 722,,000000000000000AAA,1 iron Street,Boston,MA,2210,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,Financial Services,1000000000,10000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-11-14,00536000008Ge5aAAC,2018-11-14,2018-11-08,,,Website - Content Download,,,,,0,,,,,,Not Compared,,,Not Compared,,
0013600000JRBU7AAP,0,,VRG 723,,000000000000000AAA,,,CA,,United States,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,1000000,50,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
0013600000JRBU8AAP,0,,VRG 724,,000000000000000AAA,,,AL,,United Kingdom,,,,,,,,,,,,(650) 206-8888,,,www.vrgcorporation.com,,,1000000000,5000,,,,,,00536000001f53BAAQ,2016-05-04,00536000001f53BAAQ,2018-08-02,00536000006DZLrAAO,2018-08-02,,,,,,,,,,,,,,,,,,,,
